"","S.No.","sofifa_id","short_name","long_name","Market_Value","Wages","age","pace","shooting","passing","dribbling","defending","physic","Mins_Total","Goals_total","Assists_Total","Shots_per_game_total","Yellow_Cards_Total","Red_Cards_Total","Aerial_Battles_Won_Per_Game_Total","Man_of_The_Match_Total","Player_international_reputation","weak_foot","Club_Int_Prestige","Club_Domestic_Prestige","Player_Continent","Club_Continent","preferred_foot","Position_Final","Clusters"
"2684",3665,237256,"J. Ebobisse","Jeremy Ebobisse",2.7,5,22,84,64,61,69,30,74,2376,11,1,1.5,3,0,1.899999976,1,1,4,3,7,"North America","North America","Left","Attacking Midfield,Forward",1
"2696",3690,207952,"S. Ajayi","Semi Ajayi",2.7,20,25,76,48,49,56,69,78,4107,7,1,1.399999976,5,0,4.300000191,3,1,2,1,9,"Africa","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2723",3741,225880,"J. Moreira","Jorge Moreira",3.3,8,29,85,53,68,72,66,65,2323,2,2,1.100000024,7,0,1.200000048,2,1,4,9,10,"South America","South America","Right","Defense",1
"2730",3762,186347,"M. Rybus","Maciej Rybus",2.6,30,29,77,69,72,72,70,67,1570,1,1,1.100000024,3,0,4.299999714,2,2,3,4,9,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",1
"2738",3777,194017,"A. Weimann","Andreas Weimann",3.3,30,27,83,69,62,69,44,69,3349,10,5,1.799999952,7,0,0.800000012,5,1,3,1,7,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2743",3787,199960,"J. Paterson","Jamie Paterson",2.5,20,27,78,67,68,72,33,46,2654,5,4,1.600000024,1,0,0.300000012,1,1,4,1,7,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2746",3793,205941,"C. Chávez","Cristian Chávez",2.5,15,32,77,74,61,75,35,56,1653,8,2,2.200000048,2,0,0.300000012,2,1,3,8,9,"South America","South America","Right","Attacking Midfield,Forward",1
"2750",3804,204468,"T. Weilandt","Tom Weilandt",2.5,10,27,76,67,64,77,39,59,2068,9,1,1.5,3,0,0.600000024,2,1,3,1,7,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2753",3817,223136,"Y. Erdogan","Yusuf Erdogan",2.5,10,26,87,67,62,77,59,67,1717,2,3,1.700000048,4,0,1.200000048,1,1,4,3,4,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",1
"2764",3856,212747,"T. Martínez","Tomás Martínez",2.5,5,24,68,58,67,74,38,49,2332,5,2,1.600000024,2,0,0.200000003,2,1,2,2,6,"South America","North America","Left","Attacking Midfield",1
"2767",3863,192146,"V. Ignatiev","Vladislav Ignatiev",2.5,30,32,76,63,71,70,72,66,2707,1,2,1.200000048,5,1,2.100000143,1,1,4,4,9,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"2776",3876,224013,"Sergi Canós","Sergi Canós Tenés",2.4,20,22,72,67,63,73,51,64,2197,7,7,2,3,0,0.600000024,2,1,3,1,5,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2778",3878,183706,"M. Waghorn","Martyn Waghorn",2.4,20,29,70,74,67,64,31,76,2204,9,3,1.299999952,7,0,1.600000024,2,1,4,1,8,"Europe","Europe Tier 3","Left","Attacking Midfield,Forward",1
"2791",3895,204226,"D. Lezcano","Darío Lezcano",2.4,15,29,81,69,68,73,42,74,2129,9,2,2.099999905,4,0,2.700000048,0,1,4,1,2,"South America","North America","Right","Forward",1
"2793",3897,227537,"H. Veerman","Henk Veerman",2.4,15,28,68,69,45,55,30,79,841,6,4,2.400000095,3,0,5.199999809,3,1,3,1,6,"Europe","Europe Tier 3","Right","Forward",1
"2799",3912,189561,"B. Koita","Bengali-Fodé Koita",2.4,10,28,76,67,58,71,22,67,1430,5,2,1.600000024,4,0,3.099999905,2,1,4,3,4,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2809",3942,188107,"A. Diomande","Adama Valentin Diomande",2.4,7,29,75,69,52,67,29,79,1506,10,5,2.400000095,1,0,1.299999952,3,1,3,2,8,"Europe","North America","Right","Attacking Midfield,Forward",1
"2810",3944,207858,"D. Dwyer","Dom Dwyer",2.4,7,28,71,71,51,68,29,75,1616,7,3,2.400000095,7,1,1.700000048,0,1,3,5,6,"North America","North America","Left","Forward",1
"2813",3953,239045,"E. Kilinç","Emre Kilinç",2.3,8,24,78,64,65,73,34,52,2611,7,6,1.799999952,4,0,1,1,1,3,2,4,"Europe","Europe Tier 2","Left","Attacking Midfield",1
"2817",3966,223575,"Rafael Costa","Rafael Eduardo Costa",2.4,6,28,58,70,71,71,49,67,2034,2,4,1.899999976,4,0,1.100000024,0,1,3,1,4,"South America","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"2818",3967,188541,"P. Schiattarella","Pasquale Schiattarella",2.4,5,32,77,64,71,73,61,69,1843,0,4,0.5,10,0,0.699999988,0,1,4,1,7,"Europe","Europe Tier 3","Right","Defensive Midfield",1
"2830",3999,143699,"G. Gönül","Gökhan Gönül",2.3,50,34,77,63,72,76,73,70,2647,3,3,2.600000143,4,0,3.700000048,3,2,3,7,10,"Europe","Europe Tier 2","Right","Defense",1
"2843",4016,210556,"Lucas João","Lucas Eduardo Dos Santos João",2.3,15,25,70,68,52,68,27,71,1607,10,2,1.5,3,0,1.5,3,1,3,1,3,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2860",4050,186887,"A. Jansen","Anco Jansen",2.3,6,30,66,69,72,70,45,77,2403,5,7,2.200000048,7,0,0.699999988,2,1,2,1,2,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2862",4060,224423,"M. Wittek","Maximilian Wittek",2.2,5,23,78,62,65,69,65,68,1886,0,4,1.5,8,0,1.399999976,2,1,2,1,5,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2863",4062,222461,"Rochinha","Diogo Filipe Rocha Costa",3,7,24,78,63,64,73,40,48,1916,3,1,2.599999964,6,0,1.399999976,1,1,3,3,7,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"2871",4085,198489,"J. McClean","James McClean",2.2,20,30,73,66,69,73,58,75,2949,3,6,1.600000024,11,0,1.899999976,1,2,2,1,7,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2872",4088,201887,"D. Johnson","Daniel Johnson",3.9,20,26,75,67,69,71,51,65,2475,6,5,0.899999976,8,0,0.5,0,1,3,1,5,"North America","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"2880",4104,207887,"F. Schnellhardt","Fabian Schnellhardt",2.2,10,25,78,62,67,72,63,73,2835,0,2,1.100000024,9,0,0.400000006,2,1,3,1,6,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"2881",4106,186651,"G. Vural","Güray Vural",2.7,10,31,82,69,65,75,66,64,2672,2,4,2.099999905,7,0,1.100000024,1,1,3,1,3,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",1
"2884",4110,219216,"J. Windass","Josh Windass",2.2,10,25,85,67,65,70,35,66,2677,5,2,1.600000024,6,0,0.400000006,1,1,3,1,2,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2885",4112,232692,"G. Acosta","Guillermo Gastón Acosta",2.2,10,30,73,69,68,73,59,72,1219,3,4,1.699999958,2,1,1.799999952,3,1,3,2,6,"South America","South America","Right","Defensive Midfield,Defense",1
"2886",4114,223030,"A. Kara","Aytaç Kara",2.2,9,26,60,68,68,65,64,82,2828,6,1,2.099999905,12,0,2,4,1,3,3,4,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"2898",4144,214000,"Y. Reyna","José Yordy Reyna Serna",2.9,6,25,88,66,62,75,36,64,1991,7,1,2.400000095,5,0,0.400000006,1,1,4,2,5,"South America","North America","Right","Attacking Midfield,Forward",1
"2901",4166,206006,"E. Alioski","Ezgjan Alioski",2.1,30,27,82,70,67,69,64,72,3667,7,5,1.700000048,9,0,1.799999952,1,1,2,1,9,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2913",4180,159175,"A. Romao","Jacques-Alaixys Romao",2.4,20,35,53,55,65,69,75,79,3165,0,3,0.400000006,8,1,1.799999952,2,2,3,1,4,"Africa","Europe Tier 1","Right","Defensive Midfield,Defense",1
"2918",4189,191910,"Kim Shin Wook","Kim Shin Wook",3.6,15,31,55,70,62,63,45,79,945,9,2,3.299999952,2,0,7.199999809,2,2,3,3,5,"Asia","Asia Pacific","Right","Forward",1
"2928",4208,211378,"J. Irvine","Jackson Irvine",1.3,8,26,67,70,65,68,69,79,3178,6,1,1.100000024,7,0,4.400000095,3,1,3,1,4,"Oceania","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"2937",4228,198914,"J. Hochscheidt","Jan Hochscheidt",2.1,6,31,71,69,71,70,57,75,2698,8,4,1.899999976,4,0,1.299999952,3,1,4,1,2,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"2938",4231,205212,"David Ferreiro","David Ferreiro Quiroga",2.1,7,31,87,67,69,74,37,49,2277,1,3,1,5,0,0.200000003,0,1,3,1,2,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"2948",4263,173155,"A. Barillà","Antonino Barillà",2,20,31,82,65,69,70,67,76,2623,3,2,0.600000024,10,0,0.800000012,1,1,3,2,4,"Europe","Europe Tier 1","Left","Midfield (Attacking/Defensive)",1
"2949",4264,190633,"H. Dalsgaard","Henrik Dalsgaard",2,30,29,76,58,62,65,69,70,3517,2,2,0.600000024,11,1,3.599999905,1,1,3,1,5,"Europe","Europe Tier 3","Right","Defensive Midfield,Defense",1
"2951",4266,193942,"J. Colback","Jack Colback",1.5,20,29,61,59,67,67,67,67,3387,3,1,0.300000012,15,0,1.100000024,1,1,2,3,4,"Europe","Europe Tier 1","Left","Defensive Midfield,Defense",1
"2959",4280,211920,"M. Grüttner","Marco Grüttner",2,10,33,64,71,52,67,38,82,2880,12,8,2.900000095,10,0,6.5,5,1,4,1,3,"Europe","Europe Tier 3","Right","Forward",1
"2964",4289,202458,"N. Foor","Navarone Foor",2,10,27,78,68,68,74,61,58,2600,5,4,1.200000048,8,0,0.600000024,0,1,3,2,7,"Europe","Europe Tier 2","Left","Midfield (Attacking/Defensive)",1
"2975",4311,211844,"N. Gavory","Nicolas Gavory",2.7,9,24,73,59,74,66,63,68,2981,1,6,0.5,3,0,1.600000024,2,1,3,4,7,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"2980",4321,199131,"A. Tinnerholm","Anton Tinnerholm",2,6,28,75,50,63,68,66,76,2723,1,7,1.100000024,4,0,1.200000048,2,1,3,5,10,"Europe","North America","Right","Defensive Midfield,Defense",1
"2984",4327,188506,"R. Meggiorini","Riccardo Meggiorini",2,5,33,67,69,66,74,37,67,1550,3,1,1.399999976,6,0,4,1,2,3,2,9,"Europe","Europe Tier 3","Left","Forward",1
"2986",4333,213439,"J. Osorio","Jonathan Osorio",2,5,27,63,67,68,73,54,65,2134,7,4,1.299999952,4,0,0.300000012,2,1,4,4,7,"North America","North America","Right","Midfield (Attacking/Defensive)",1
"2992",4341,244591,"J. Bogle","Jayden Bogle",2,4,18,80,43,62,72,66,61,3755,2,9,0.699999988,7,0,0.899999976,3,1,3,1,8,"Europe","Europe Tier 3","Right","Defense",1
"3002",4361,192540,"M. Duffy","Mark Duffy",1.9,20,33,66,62,72,74,39,55,2453,6,6,1,2,0,0.800000012,2,1,3,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"3003",4362,193254,"C. Trimmel","Christopher Trimmel",1.9,20,32,73,59,67,67,68,79,2863,0,5,0.5,9,0,2.599999905,3,1,3,1,1,"Europe","Europe Tier 1","Right","Defensive Midfield,Defense",1
"3005",4365,202271,"A. Gogia","Akaki Gogia",1.9,20,27,74,69,65,75,28,60,1387,6,2,1.600000024,3,0,0.200000003,1,1,4,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"3009",4372,185260,"D. Kadah","Deniz Kadah",1.9,20,33,64,73,69,71,32,75,1383,7,0,2.099999905,1,0,2.799999952,0,1,4,1,4,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3010",4374,179891,"M. Heller","Marcel Heller",1.9,15,33,93,64,63,73,34,62,2813,4,7,1.200000048,2,0,0.699999988,1,2,2,1,6,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"3024",4398,194091,"M. Jacobs","Michael Jacobs",1.9,10,27,80,67,68,71,48,65,1690,4,4,1.899999976,2,0,1.5,2,1,3,1,2,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3037",4414,180281,"Fernandinho Silva","Luiz Fernando Pereira da Silva",1.9,8,33,86,69,66,77,44,58,1946,5,2,2,0,1,1,3,1,2,1,2,"South America","Asia Pacific","Left","Attacking Midfield",1
"3079",4501,137506,"G. Pandev","Goran Pandev",1.8,10,35,49,73,71,79,37,53,1122,4,2,1,6,0,0.400000006,1,2,3,2,4,"Europe","Europe Tier 1","Left","Attacking Midfield,Forward",1
"3084",4514,122849,"A. Koné","Arouna Koné",1.8,10,35,65,74,62,70,37,69,1268,10,1,2,1,0,1.200000048,1,2,4,2,4,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3090",4525,197975,"S. Morsy","Sam Morsy",1.8,10,27,66,56,63,70,64,77,3566,1,1,0.699999988,14,1,1.100000024,0,1,3,1,2,"Africa","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"3091",4528,192320,"G. Gardner","Gary Gardner",1.8,9,27,54,67,69,65,65,73,3261,2,3,1.299999952,11,0,2.599999905,1,1,3,1,4,"Europe","Europe Tier 3","Right","Defensive Midfield",1
"3092",4532,188157,"L. Immers","Lex Immers",1.8,8,33,38,72,68,64,66,81,3038,7,2,1.299999952,4,0,3.900000095,1,1,3,1,5,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3096",4543,194956,"Edgar Costa","José Edgar Andrade da Costa",1.8,8,32,74,72,68,72,38,70,1590,4,3,1.299999952,5,0,0.899999976,2,1,3,2,6,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3097",4548,202686,"N. Wells","Nahki Wells",2.4,9,29,78,68,63,71,46,63,2861,7,6,2.599999905,4,0,1.399999976,1,1,3,1,2,"North America","Europe Tier 1","Right","Attacking Midfield,Forward",1
"3098",4550,238924,"D. Keita-Ruel","Daniel Keita-Ruel",1.8,8,29,77,70,49,63,35,84,2557,10,0,2.299999952,5,1,7.199999809,2,1,4,1,5,"Europe","Europe Tier 3","Right","Forward",1
"3102",4557,198019,"P. Testroet","Pascal Testroet",1.8,6,28,70,70,56,65,38,75,2523,15,3,2.5,2,0,2.200000048,4,1,4,1,2,"Europe","Europe Tier 3","Right","Forward",1
"3110",4578,223054,"C. Penilla","Cristian Penilla",1.8,6,28,79,66,64,71,28,62,1872,6,5,1.899999976,2,0,0.200000003,1,1,3,3,5,"South America","North America","Right","Attacking Midfield",1
"3112",4586,223339,"Zé Manuel","José Manuel da Silva Oliveira",1.8,5,28,77,70,66,70,32,62,2205,8,1,1.299999952,3,0,0.699999988,0,1,4,1,1,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3129",4638,188674,"M. Pektemek","Mustafa Pektemek",1.7,10,30,73,70,65,71,53,71,884,5,3,3,2,0,6.500000477,0,1,3,3,4,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3131",4642,221841,"A. Armstrong","Adam Armstrong",1.7,10,22,86,68,60,72,33,65,2854,5,3,1.700000048,1,0,0.400000006,1,1,3,1,4,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"3141",4673,182130,"K. Németh","Krisztián Németh",1.7,6,30,71,70,63,69,36,63,1560,8,2,2.200000048,5,1,1.200000048,1,1,3,2,7,"Europe","North America","Right","Attacking Midfield,Forward",1
"3149",4711,169586,"F. Campbell","Fraizer Campbell",1.6,20,31,72,68,61,68,36,67,2590,12,6,1.200000048,7,0,1.399999976,2,2,3,1,7,"Europe","Europe Tier 1","Right","Forward",1
"3156",4735,199413,"T. Kempe","Tobias Kempe",1.6,10,30,69,66,74,72,41,70,2592,10,5,2,7,0,1.399999976,2,1,3,1,6,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"3159",4746,181681,"S. Williams","Shaun Williams",1.2,8,32,58,62,71,66,70,76,2636,5,2,1,5,0,2.400000095,2,1,3,1,3,"Europe","Europe Tier 3","Left","Defensive Midfield",1
"3160",4747,169644,"J. Maghoma","Jacques Maghoma",1.6,9,31,81,64,64,74,34,64,3026,6,5,1.200000048,6,0,0.300000012,1,1,3,1,4,"Africa","Europe Tier 3","Right","Attacking Midfield",1
"3191",4831,237039,"L. Lamprou","Lazaros Lamprou",1.5,0.5,21,84,68,59,69,31,66,1807,7,6,2.299999952,3,0,0.699999988,2,1,3,4,9,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3201",4847,163340,"D. Graham","Danny Graham",1.1,15,33,40,72,61,64,48,75,3032,15,4,1.600000024,1,0,4.300000191,1,2,3,1,4,"Europe","Europe Tier 3","Right","Forward",1
"3206",4860,238839,"L. Wing","Lewis Wing",3.2,20,24,68,63,67,70,57,67,1798,3,3,1.5,3,0,0.800000012,2,1,3,1,8,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3218",4892,228568,"P. Joosten","Patrick Joosten",1.5,9,23,81,69,64,71,35,59,1959,6,5,2,2,0,1,3,1,3,2,7,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3220",4900,184273,"K. Wolze","Kevin Wolze",1.5,9,29,78,70,68,70,65,74,2770,9,5,1.799999952,10,0,1.299999952,2,1,3,1,5,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"3222",4906,223313,"H. Arslan","Hakan Arslan",1.5,8,30,63,65,67,70,66,74,2970,3,2,1.200000048,5,0,3.099999905,1,1,3,2,4,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"3224",4908,233520,"B. Atik","Baris Atik",1.5,9,24,73,60,64,74,34,52,1700,6,3,1.399999976,4,0,0.600000024,2,1,4,1,6,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3237",4947,193561,"K. Leerdam","Kelvin Leerdam",1.5,5,29,72,57,65,68,67,73,2774,6,2,0.699999988,8,1,1.5,2,1,3,4,8,"Europe","North America","Right","Defensive Midfield,Defense",1
"3251",5009,164769,"S. Fletcher","Steven Fletcher",1.4,15,32,52,70,58,69,33,68,2537,11,2,2.5,3,0,6.900000095,4,2,2,1,5,"Europe","Europe Tier 3","Left","Forward",1
"3252",5012,223790,"S. Becker","Sheraldo Becker",1.4,15,24,92,65,59,69,31,67,2882,7,8,1.600000024,4,0,0.400000006,1,1,2,1,1,"Europe","Europe Tier 1","Right","Attacking Midfield",1
"3260",5028,169808,"U. Emanuelson","Urby Emanuelson",1.4,10,33,75,65,70,73,66,65,1680,4,2,0.899999976,2,2,0.400000006,2,1,2,2,7,"Europe","Europe Tier 2","Left","Defensive Midfield,Defense",1
"3290",5132,175391,"Mateus","Mateus Galiano da Costa",1.4,5,35,77,73,68,75,43,63,2018,5,1,1.700000048,6,0,0.5,3,1,3,1,4,"Africa","Europe Tier 3","Right","Attacking Midfield",1
"3306",5176,237540,"P. Förster","Philipp Förster",1.4,10,24,67,59,66,69,55,74,2391,5,3,1.399999976,11,0,1,3,1,4,3,10,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"3317",5234,177105,"P. Ebert","Patrick Ebert",1.3,10,32,63,69,74,70,59,66,1928,3,2,1.299999952,9,0,1.299999952,2,1,4,1,6,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"3334",5274,231344,"M. Koné","Moussa Koné",1.3,8,22,89,63,50,68,30,56,2226,9,6,1.799999952,5,0,0.300000012,1,1,3,1,6,"Africa","Europe Tier 3","Right","Forward",1
"3347",5337,208120,"K. Przybylko","Kacper Przybylko",2.2,6,26,64,69,51,63,28,75,2242,15,4,3.099999905,5,0,4.099999905,7,1,3,1,4,"Europe","North America","Right","Forward",1
"3349",5340,197166,"J. Agudelo","Juan Agudelo",1.3,5,26,76,65,61,71,39,69,1962,3,1,1.299999952,7,0,1.799999952,3,1,5,3,5,"North America","North America","Right","Attacking Midfield,Forward",1
"3360",5377,212192,"J. Green","Julian Green",1.3,4,24,77,66,62,74,27,52,2227,4,2,2.5,4,1,0.800000012,1,1,4,1,5,"North America","Europe Tier 3","Right","Attacking Midfield,Forward",1
"3381",5463,162926,"P. Gallagher","Paul Gallagher",1.2,20,34,53,68,74,67,61,62,2468,6,7,1,3,0,0.600000024,3,1,3,1,5,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"3383",5466,244390,"M. Bülter","Marius Bülter",1.2,20,26,76,65,63,72,44,63,2282,4,4,1.700000048,4,0,2.700000048,2,1,3,1,9,"Europe","Europe Tier 4","Right","Defensive Midfield,Defense",1
"3388",5477,177782,"H. Özmert","Hakan Özmert",1.2,10,34,41,66,72,67,70,71,2688,4,5,1.5,9,0,0.600000024,2,1,2,3,5,"Europe","Europe Tier 2","Right","Midfield (Attacking/Defensive)",1
"3389",5478,152536,"B. Johnson","Bradley Johnson",1.2,10,32,52,73,65,66,69,80,2364,2,3,0.800000012,9,0,3.299999952,1,1,2,1,4,"Europe","Europe Tier 3","Left","Midfield (Attacking/Defensive)",1
"3390",5482,207645,"M. Barrow","Modou Barrow",1.2,10,26,93,62,59,72,37,49,2241,4,6,0.600000024,4,0,0.300000012,1,1,2,1,3,"Africa","Europe Tier 3","Left","Attacking Midfield,Forward",1
"3391",5485,239795,"C. Ekuban","Caleb Ekuban",1.4,15,25,79,64,59,68,26,77,1446,5,2,1.899999976,3,0,1.200000048,2,1,3,5,6,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3394",5492,183632,"R. Tesche","Robert Tesche",1.2,10,32,57,67,70,69,66,71,2440,3,2,1.100000024,4,0,1.799999952,3,1,4,1,7,"Europe","Europe Tier 3","Right","Midfield (Attacking/Defensive)",1
"3416",5563,205603,"M. van Duinen","Mike van Duinen",1.2,6,27,76,65,61,65,48,75,2732,8,3,2.599999905,3,0,1.799999952,1,1,4,1,5,"Europe","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3454",5661,237895,"V. van Crooij","Vito van Crooij",1.2,5,23,78,70,62,69,37,67,2398,9,3,1.799999952,7,1,1.5,2,1,3,1,5,"Europe","Europe Tier 2","Right","Attacking Midfield",1
"3490",5802,203537,"S. Ameobi","Sammy Ameobi",1.1,20,27,79,64,61,72,33,65,2339,4,3,1.899999976,1,1,1.899999976,1,1,3,1,6,"Europe","Europe Tier 3","Left","Attacking Midfield,Forward",1
"3497",5815,239121,"H. Al Ghaddioui","Hamadi Al Ghaddioui",1.1,15,28,54,69,50,61,29,74,1897,11,6,1.600000024,4,0,2.799999952,1,1,3,3,10,"Africa","Europe Tier 3","Right","Forward",1
"3502",5824,215159,"W. Camacho","Washington Camacho",1.1,10,33,72,70,66,72,57,69,1723,2,0,1.600000024,8,0,2.5,1,1,4,6,5,"South America","North America","Left","Midfield (Attacking/Defensive)",1
"3509",5834,178417,"C. Mulgrew","Charlie Mulgrew",1.1,10,33,51,63,70,65,71,74,2385,10,0,1,2,0,3,2,1,3,1,4,"Europe","Europe Tier 3","Left","Defensive Midfield,Defense",1
"3517",5856,188274,"M. Yatabaré","Mustapha Yatabaré",1.1,10,33,64,70,62,66,30,74,1604,5,3,1.799999952,4,0,4,2,1,3,2,4,"Africa","Europe Tier 2","Right","Attacking Midfield,Forward",1
"3529",5883,221774,"Fernando Karanga","Luiz Fernando da Silva Monte",1.1,8,28,63,67,52,62,28,72,1298,6,4,2.900000095,2,0,6.699999809,2,1,3,2,4,"South America","Asia Pacific","Right","Forward",1
"3546",5928,200954,"D. Thomalla","Denis Thomalla",1.1,7,26,70,66,57,67,31,64,1727,8,4,1.600000024,1,0,2.700000048,2,1,3,1,5,"Europe","Europe Tier 3","Right","Attacking Midfield,Forward",1
"3555",5960,201061,"E. Manu","Elvis Manu",1.2,7,25,92,65,54,73,30,74,2094,8,2,2.399999857,8,0,0.400000006,1,1,4,4,6,"Europe","Asia Pacific","Right","Attacking Midfield,Forward",1
"3570",5990,203276,"Héber","Héber Araújo dos Santos",1.1,5,27,67,67,55,65,32,64,1607,15,3,2.400000095,1,0,1.399999976,1,1,3,5,10,"South America","North America","Right","Attacking Midfield,Forward",1
"3572",5993,215083,"M. Urruti","Maximiliano Urruti",1.1,5,28,76,67,62,73,57,71,2440,4,6,1.700000048,5,1,0.200000003,1,1,2,4,4,"South America","North America","Right","Attacking Midfield,Forward",1
"3594",6049,238802,"P. Türpitz","Philip Türpitz",1.1,4,27,81,69,62,72,34,67,2068,7,2,2,3,0,1.100000024,1,1,3,1,2,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3609",6115,225720,"G. Bijl","Glenn Bijl",1.1,3,23,69,54,63,64,63,77,2868,2,4,1.799999952,8,1,1.399999976,1,1,3,1,2,"Europe","Europe Tier 2","Right","Defensive Midfield,Defense",1
"3644",6255,223551,"L. Gregory","Lee Gregory",1,15,30,70,67,54,65,28,75,3636,10,7,1.799999952,2,0,2.299999952,3,1,3,1,7,"Europe","Europe Tier 3","Right","Forward",1
"3656",6285,229600,"D. Popovic","Denis Popovic",1,8,29,69,57,66,67,59,68,1872,2,4,1.399999976,11,0,0.300000012,1,1,4,4,6,"Europe","Europe Tier 3","Right","Attacking Midfield",1
"3670",6339,202220,"C. Sapong","C.J. Sapong",1,5,30,75,65,57,66,40,81,2551,13,1,1.899999976,3,0,4.199999809,2,1,3,1,5,"North America","North America","Right","Attacking Midfield,Forward",1
"3683",6379,208437,"M. Eriksson","Magnus Eriksson",1,5,29,51,70,70,66,49,80,2807,6,7,2.799999952,5,0,0.5,1,1,3,2,3,"Europe","North America","Left","Attacking Midfield",1
"3763",6717,198235,"J. Taylor","Jon Taylor",0.95,6,26,88,62,60,68,26,62,2529,4,1,1.399999976,3,0,0.699999988,2,1,3,1,7,"Europe","Europe Tier 4","Right","Attacking Midfield",1
